global_rank,video_uid,timestamp_sec,narration_text,scenario,action,reasoning,status,batch,round,normalized_narration_stage2,dataset_rows_covered_if_validated,high_priority_review,high_priority_reason,watchlist_hit,historical_bad_count,historical_checked_count,historical_bad_rate,annotation_id,annotator,created_at,updated_at,lead_time,verdict,task_id,project,inner_id,corrected_action,secondary_action
3635,0cf71e76-0ed9-4fb9-875f-be49528105b7,847.5549752666667,#C C picks #unsure from the bucket,Cleaning,Object Transfer,"Logistics step, picking up an item.",silver,4,r002,picks from bucket,6,no,,no,0,0,0.0,77,1,2026-03-02T23:39:38.790998Z,2026-03-02T23:39:38.791016Z,1.169,Gold,1077,2,77,,
5567,0cf71e76-0ed9-4fb9-875f-be49528105b7,868.4202052666667,#C C stares around the house,Cleaning,Stationary,"Low body/hand motion, likely visual observation.",silver,4,r002,stares around house,5,no,,no,0,0,0.0,78,1,2026-03-02T23:39:42.499158Z,2026-03-02T23:39:42.499170Z,2.712,Bad,1078,2,78,Search,
9215,0cf71e76-0ed9-4fb9-875f-be49528105b7,1001.0397152666668,#C C opens the car trunk,Cleaning,Object Transfer,"Opening an object, a logistics action.",silver,4,r002,opens car trunk,3,yes,watchlist_verb,yes,0,0,0.0,79,1,2026-03-02T23:39:45.229155Z,2026-03-02T23:39:45.229169Z,1.57,Gold,1079,2,79,,
11049,0cf71e76-0ed9-4fb9-875f-be49528105b7,1043.2727452666668,#C C picks bag from the chair,Cleaning,Object Transfer,Logistics action involving picking up an object.,silver,4,r002,picks bag from chair,3,no,,no,0,0,0.0,80,1,2026-03-02T23:39:46.842490Z,2026-03-02T23:39:46.842504Z,0.926,Gold,1080,2,80,,
10516,0cf71e76-0ed9-4fb9-875f-be49528105b7,1156.5089419333333,#C C loosens the tripod,Cleaning,Essential Operation,"Core manual task involving manipulation, high hand activity.",silver,4,r002,loosens tripod,3,no,,no,0,0,0.0,81,1,2026-03-02T23:39:49.552825Z,2026-03-02T23:39:49.552841Z,1.928,Gold,1081,2,81,,
8175,0cf71e76-0ed9-4fb9-875f-be49528105b7,1271.0604519333333,#C C starts the car,Cleaning,Locomotion,"Starting a car is often associated with the beginning of a journey, which involves movement or the preparation for movement.",silver,4,r002,starts car,4,no,,no,0,0,0.0,82,1,2026-03-02T23:39:58.809614Z,2026-03-02T23:39:58.809632Z,4.627,Bad,1082,2,82,Essential Operation,
5599,0cf71e76-0ed9-4fb9-875f-be49528105b7,1588.3075919333332,#C C stops at the stop sign,Cleaning,Stationary,"Low body/hand motion, indicating a pause or stop.",silver,4,r002,stops at stop sign,5,no,,no,0,0,0.0,83,1,2026-03-02T23:40:33.667153Z,2026-03-02T23:40:33.667165Z,33.607,Gold,1083,2,83,,
8599,0cf71e76-0ed9-4fb9-875f-be49528105b7,1730.3821485999997,#C C adjusts the gear,Cleaning,Stationary,Adjusting the gear typically involves fine-tuning and does not involve significant body or hand motion.,silver,4,r002,adjusts gear,3,yes,watchlist_verb,yes,0,0,0.0,84,1,2026-03-02T23:40:36.899776Z,2026-03-02T23:40:36.899792Z,2.336,Bad,1084,2,84,Essential Operation,
11781,0cf71e76-0ed9-4fb9-875f-be49528105b7,1811.3515186,#C C places products on the floor,Cleaning,Object Transfer,Logistics step involving picking up and placing objects.,silver,4,r002,places products on floor,3,no,,no,0,0,0.0,85,1,2026-03-02T23:40:39.444241Z,2026-03-02T23:40:39.444257Z,1.783,Gold,1085,2,85,,
3735,0cf71e76-0ed9-4fb9-875f-be49528105b7,1853.9304386,#C C places paper on the floor,Cleaning,Object Transfer,Logistics step of placing an object.,silver,4,r002,places paper on floor,6,no,,no,0,0,0.0,86,1,2026-03-02T23:40:42.521212Z,2026-03-02T23:40:42.521220Z,2.249,Gold,1086,2,86,,
3508,0cf71e76-0ed9-4fb9-875f-be49528105b7,1855.9932986,#C C looks around the area,Cleaning,Search,"Head movement (visual search), hands mostly still.",silver,4,r002,looks around area,6,no,,no,0,0,0.0,87,1,2026-03-02T23:40:45.220709Z,2026-03-02T23:40:45.220727Z,1.201,Gold,1087,2,87,,
9138,1252589c-8732-4404-ac89-d57f78634ce5,22.883629600000003,#C C moves a plastic chair #unsure,Mechanical Repair,Locomotion,"Movement of an object (chair) through space, likely involves body acceleration.",silver,4,r002,moves plastic chair,3,yes,watchlist_verb,yes,0,0,0.0,88,1,2026-03-02T23:40:49.538997Z,2026-03-02T23:40:49.539011Z,3.515,Bad,1088,2,88,Object Transfer,
4522,1252589c-8732-4404-ac89-d57f78634ce5,104.6287896,#C C dips the paint brush in the bucket of paint,Mechanical Repair,Essential Operation,Core task involving high hand activity.,silver,4,r002,dips paint brush in bucket of paint,5,no,,no,0,0,0.0,89,1,2026-03-02T23:40:57.247367Z,2026-03-02T23:40:57.247384Z,3.461,Gold,1089,2,89,,
6319,1252589c-8732-4404-ac89-d57f78634ce5,118.5033796,#C C cleans the paint brush on the edge of the bucket of paint,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver,4,r002,cleans paint brush on edge of bucket of paint,4,no,,no,0,0,0.0,90,1,2026-03-02T23:41:02.407137Z,2026-03-02T23:41:02.407156Z,4.316,Gold,1090,2,90,,
10869,1252589c-8732-4404-ac89-d57f78634ce5,135.2194896,#C C paints the wooden rail with the paint brush,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver,4,r002,paints wooden rail with paint brush,3,no,,no,0,0,0.0,91,1,2026-03-02T23:41:06.350031Z,2026-03-02T23:41:06.350045Z,3.05,Gold,1091,2,91,,
2474,1252589c-8732-4404-ac89-d57f78634ce5,411.71624095466336,#C C holds down the nylon on the floor with her left hand.,Mechanical Repair,Stationary,"The action involves holding an object in place, which results in minimal movement.",silver,4,r002,holds down nylon on floor with her left hand,7,yes,watchlist_verb,yes,0,0,0.0,92,1,2026-03-02T23:41:09.673728Z,2026-03-02T23:41:09.673744Z,2.539,Gold,1092,2,92,,
1509,1252589c-8732-4404-ac89-d57f78634ce5,555.0856776213301,#C C rubs the paint brush on the side of the tin.,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver,4,r002,rubs paint brush on side of tin,10,no,,no,0,0,0.0,93,1,2026-03-02T23:41:13.051670Z,2026-03-02T23:41:13.051689Z,2.521,Gold,1093,2,93,,
11532,1252589c-8732-4404-ac89-d57f78634ce5,733.0759976213301,#C C picks up the paint with her left hand.,Mechanical Repair,Object Transfer,"Logistics step, picking up an object.",silver,4,r002,picks up paint with her left hand,3,no,,no,0,0,0.0,94,1,2026-03-02T23:41:16.684657Z,2026-03-02T23:41:16.684674Z,2.057,Gold,1094,2,94,,
3005,1252589c-8732-4404-ac89-d57f78634ce5,1120.8043142879967,#C C rubs the paint brush on the edge of the paint tin.,Mechanical Repair,Essential Operation,Core task involving high hand activity.,silver,4,r002,rubs paint brush on edge of paint tin,7,no,,no,0,0,0.0,95,1,2026-03-02T23:41:19.503287Z,2026-03-02T23:41:19.503304Z,2.0,Gold,1095,2,95,,
762,1252589c-8732-4404-ac89-d57f78634ce5,1365.0911442879965,#C C rubs the painting brush on the edge of the paint container.,Mechanical Repair,Essential Operation,Core manual task involving hand activity.,silver,4,r002,rubs painting brush on edge of paint container,14,no,,no,0,0,0.0,96,1,2026-03-02T23:41:21.185504Z,2026-03-02T23:41:21.185515Z,0.883,Gold,1096,2,96,,
2613,1252589c-8732-4404-ac89-d57f78634ce5,1384.6774942879963,#C C dips the painting brush in the paint container.,Mechanical Repair,Essential Operation,Core manual task involving high hand activity.,silver,4,r002,dips painting brush in paint container,7,no,,no,0,0,0.0,97,1,2026-03-02T23:41:22.899184Z,2026-03-02T23:41:22.899204Z,0.927,Gold,1097,2,97,,
2751,1252589c-8732-4404-ac89-d57f78634ce5,1644.8681209546633,#C C paints the wooden rails.,Mechanical Repair,Essential Operation,"Core manual task involving hands, high hand activity.",silver,4,r002,paints wooden rails,7,no,,no,0,0,0.0,98,1,2026-03-02T23:41:25.832520Z,2026-03-02T23:41:25.832536Z,2.053,Gold,1098,2,98,,
10314,13b99328-83c3-46ac-bf83-43cba4473489,51.7606896,#C C intertwine the cables in his left hand with his right hand.,Carpentry,Essential Operation,Core manual task involving intricate hand movements.,silver,4,r002,intertwine cables in his left hand with his right hand,3,no,,no,0,0,0.0,99,1,2026-03-02T23:41:36.556511Z,2026-03-02T23:41:36.556527Z,9.74,Gold,1099,2,99,,
6677,13b99328-83c3-46ac-bf83-43cba4473489,56.0010496,#C C intertwine the cables in his left hand with the plier.,Carpentry,Essential Operation,Core manual task involving high hand activity.,silver,4,r002,intertwine cables in his left hand with plier,4,no,,no,0,0,0.0,100,1,2026-03-02T23:41:45.827934Z,2026-03-02T23:41:45.827947Z,1.646,Gold,1100,2,100,,
8053,13b99328-83c3-46ac-bf83-43cba4473489,137.4845996,#C C screws the cable connector with the screw driver.,Carpentry,Essential Operation,Core manual task involving high hand activity.,silver,4,r002,screws cable connector with screw driver,4,no,,no,0,0,0.0,101,1,2026-03-02T23:41:47.696222Z,2026-03-02T23:41:47.696232Z,1.088,Gold,1101,2,101,,
8579,13b99328-83c3-46ac-bf83-43cba4473489,173.3180696,#C C adjusts the cables in his hands.,Carpentry,Essential Operation,Adjusting cables involves a core manual task with high hand activity.,silver,4,r002,adjusts cables in his hands,3,yes,watchlist_verb,yes,0,0,0.0,102,1,2026-03-02T23:41:49.478860Z,2026-03-02T23:41:49.478875Z,0.956,Gold,1102,2,102,,
6670,13dbccdf-ab84-42ee-ba1c-40cb158b8733,6.25722,#C C inspects a box,Carpentry,Search,Visual inspection involves head movement and minimal hand activity.,silver,4,r002,inspects box,4,no,,no,0,0,0.0,103,1,2026-03-02T23:41:51.980433Z,2026-03-02T23:41:51.980450Z,1.604,Gold,1103,2,103,,
6672,13dbccdf-ab84-42ee-ba1c-40cb158b8733,8.65811,#C C inspects a switch part,Carpentry,Search,Visual inspection involves head movement and minimal hand activity.,silver,4,r002,inspects switch part,4,no,,no,0,0,0.0,104,1,2026-03-02T23:41:53.997630Z,2026-03-02T23:41:53.997642Z,1.276,Gold,1104,2,104,,
1530,13dbccdf-ab84-42ee-ba1c-40cb158b8733,95.69057,#C C stares at the switch,Carpentry,Stationary,"Low body/hand motion, focusing visually.",silver,4,r002,stares at switch,10,no,,no,0,0,0.0,105,1,2026-03-02T23:41:59.735412Z,2026-03-02T23:41:59.735429Z,5.006,Bad,1105,2,105,Search,
7842,13dbccdf-ab84-42ee-ba1c-40cb158b8733,168.11581,#C C puts switch on the floor,Carpentry,Object Transfer,"The action involves placing an object, which is a logistics step.",silver,4,r002,puts switch on floor,4,no,,no,0,0,0.0,106,1,2026-03-02T23:42:01.714293Z,2026-03-02T23:42:01.714307Z,1.195,Gold,1106,2,106,,
3034,13dbccdf-ab84-42ee-ba1c-40cb158b8733,176.45279,#C C stares at the wire,Carpentry,Stationary,"Low body/hand motion, focused gaze.",silver,4,r002,stares at wire,7,no,,no,0,0,0.0,107,1,2026-03-02T23:42:05.540623Z,2026-03-02T23:42:05.540643Z,3.061,Bad,1107,2,107,Search,
3454,13dbccdf-ab84-42ee-ba1c-40cb158b8733,320.08454,#C C fixes the screw on the switch,Carpentry,Essential Operation,Core manual task involving high hand activity.,silver,4,r002,fixes screw on switch,6,no,,no,0,0,0.0,108,1,2026-03-02T23:43:22.881021Z,2026-03-02T23:43:22.881032Z,76.629,Gold,1108,2,108,,
7381,13dbccdf-ab84-42ee-ba1c-40cb158b8733,487.82874,#C C places the pliers down,Carpentry,Object Transfer,Logistics step involving placing an object down.,silver,4,r002,places pliers down,4,no,,no,0,0,0.0,109,1,2026-03-02T23:43:24.882088Z,2026-03-02T23:43:24.882097Z,1.093,Gold,1109,2,109,,
5457,13dbccdf-ab84-42ee-ba1c-40cb158b8733,488.71699,#C C removes the wire coat,Carpentry,Essential Operation,[CtxFixed] The action of removing the wire coat is a continuation of the previous essential operation involving the use of pliers.,silver,4,r002,removes wire coat,5,no,,no,0,0,0.0,110,1,2026-03-02T23:43:43.527744Z,2026-03-02T23:43:43.527757Z,17.807,Gold,1110,2,110,,
856,13dbccdf-ab84-42ee-ba1c-40cb158b8733,718.5372366666667,#C C picks the screwdriver,Carpentry,Object Transfer,Logistics step of picking up the screwdriver.,silver,4,r002,picks screwdriver,13,no,,no,0,0,0.0,111,1,2026-03-02T23:43:46.522880Z,2026-03-02T23:43:46.522889Z,2.08,Gold,1111,2,111,,
8935,13dbccdf-ab84-42ee-ba1c-40cb158b8733,759.7894866666667,#C C holds the wire in place,Carpentry,Stationary,"Low body/hand motion, holding in place.",silver,4,r002,holds wire in place,3,yes,watchlist_verb,yes,0,0,0.0,112,1,2026-03-02T23:43:48.385399Z,2026-03-02T23:43:48.385415Z,1.073,Gold,1112,2,112,,
11754,1fae6ecb-2ad9-4160-b388-c34e7d018915,19.643015266666666,#C C places a pan on a cooking stove,Cooking,Object Transfer,Logistics step involving moving an object to a specific location.,silver,4,r002,places pan on cooking stove,3,no,,no,0,0,0.0,113,1,2026-03-02T23:43:51.657708Z,2026-03-02T23:43:51.657725Z,2.544,Gold,1113,2,113,,
3168,1fae6ecb-2ad9-4160-b388-c34e7d018915,25.346365266666663,#C C holds a bottle with both hands,Cooking,Stationary,"Low body/hand motion, holding an object.",silver,4,r002,holds bottle with both hands,6,yes,watchlist_verb,yes,0,0,0.0,114,1,2026-03-02T23:43:54.998174Z,2026-03-02T23:43:54.998186Z,2.588,Gold,1114,2,114,,
2759,1fae6ecb-2ad9-4160-b388-c34e7d018915,82.29013526666667,#C C peels a clove,Cooking,Essential Operation,Core task involving fine hand movements.,silver,4,r002,peels clove,7,no,,no,0,0,0.0,115,1,2026-03-02T23:43:56.967993Z,2026-03-02T23:43:56.968010Z,1.066,Gold,1115,2,115,,
477,1fae6ecb-2ad9-4160-b388-c34e7d018915,138.74434526666667,#C C holds a handle,Cooking,Stationary,"Low energy, holding position.",silver,4,r002,holds handle,17,yes,watchlist_verb,yes,0,0,0.0,116,1,2026-03-02T23:43:58.599750Z,2026-03-02T23:43:58.599771Z,0.874,Gold,1116,2,116,,
6963,1fae6ecb-2ad9-4160-b388-c34e7d018915,171.58226526666667,#C C passes a packet to the left hand,Cooking,Object Transfer,Logistics step involving the transfer of an object.,silver,4,r002,passes packet to left hand,4,no,,no,0,0,0.0,117,1,2026-03-02T23:44:00.533265Z,2026-03-02T23:44:00.533284Z,1.186,Gold,1117,2,117,,
2601,1fae6ecb-2ad9-4160-b388-c34e7d018915,177.08598526666665,#C C cuts guajillo with a hand,Cooking,Essential Operation,"Core task, high hand activity.",silver,4,r002,cuts guajillo with hand,7,no,,no,0,0,0.0,118,1,2026-03-02T23:44:05.324320Z,2026-03-02T23:44:05.324333Z,2.318,Gold,1118,2,118,,
2939,1fae6ecb-2ad9-4160-b388-c34e7d018915,179.35944526666665,#C C puts a guajillo in a pan,Cooking,Object Transfer,Logistics step involving picking up and placing an object.,silver,4,r002,puts guajillo in pan,7,no,,no,0,0,0.0,119,1,2026-03-02T23:44:07.384037Z,2026-03-02T23:44:07.384056Z,1.245,Gold,1119,2,119,,
1374,1fae6ecb-2ad9-4160-b388-c34e7d018915,202.40963526666667,#C C cuts a chipotle with the hand,Cooking,Essential Operation,"Core task involving manual cutting, high hand activity.",silver,4,r002,cuts chipotle with hand,10,no,,no,0,0,0.0,120,1,2026-03-02T23:44:09.963097Z,2026-03-02T23:44:09.963115Z,1.834,Gold,1120,2,120,,
2280,1fae6ecb-2ad9-4160-b388-c34e7d018915,206.77904526666663,#C C puts chipotle in the pan,Cooking,Essential Operation,Core task involving manual operation with high hand activity.,silver,4,r002,puts chipotle in pan,8,no,,no,0,0,0.0,121,1,2026-03-02T23:44:15.713191Z,2026-03-02T23:44:15.713208Z,4.926,Bad,1121,2,121,Object Transfer,
7350,1fae6ecb-2ad9-4160-b388-c34e7d018915,284.80375526666666,#C C places a jar on the cooking stove,Cooking,Object Transfer,Logistics step involving picking up and placing an object.,silver,4,r002,places jar on cooking stove,4,no,,no,0,0,0.0,122,1,2026-03-02T23:44:18.172142Z,2026-03-02T23:44:18.172154Z,1.725,Gold,1122,2,122,,
3319,1fae6ecb-2ad9-4160-b388-c34e7d018915,289.11774526666665,#C C breaks the nuts,Cooking,Essential Operation,Core task involving high hand activity.,silver,4,r002,breaks nuts,6,no,,no,0,0,0.0,123,1,2026-03-02T23:44:27.057125Z,2026-03-02T23:44:27.057141Z,3.266,Gold,1123,2,123,,
6738,1fae6ecb-2ad9-4160-b388-c34e7d018915,345.32000526666667,#C C lifts tin up,Cooking,Object Transfer,"Action involves picking up an object, which is a logistics step.",silver,4,r002,lifts tin up,4,no,,no,0,0,0.0,124,1,2026-03-02T23:44:28.974792Z,2026-03-02T23:44:28.974809Z,1.092,Gold,1124,2,124,,
4317,1fae6ecb-2ad9-4160-b388-c34e7d018915,348.10104526666663,#C C moves tin on the shelf,Cooking,Object Transfer,"Logistics of moving an object, short bursts of hand activity.",silver,4,r002,moves tin on shelf,5,yes,watchlist_verb,yes,0,0,0.0,125,1,2026-03-02T23:44:30.819737Z,2026-03-02T23:44:30.819755Z,1.109,Gold,1125,2,125,,
1594,1fae6ecb-2ad9-4160-b388-c34e7d018915,354.6381552666667,#C C holds a spatula,Cooking,Stationary,"Low body/hand motion, holding an object without movement.",silver,4,r002,holds spatula,9,yes,watchlist_verb,yes,0,0,0.0,126,1,2026-03-02T23:44:32.635347Z,2026-03-02T23:44:32.635358Z,1.013,Gold,1126,2,126,,
2520,1fae6ecb-2ad9-4160-b388-c34e7d018915,370.35290526666665,#C C moves spatula up,Cooking,Locomotion,Body moving through space (likely moving the spatula upwards).,silver,4,r002,moves spatula up,7,yes,watchlist_verb,yes,0,0,0.0,127,1,2026-03-02T23:44:34.282715Z,2026-03-02T23:44:37.028688Z,3.501,Bad,1127,2,127,Object Transfer,
10419,1fae6ecb-2ad9-4160-b388-c34e7d018915,382.95923526666667,#C C lifts spatula up,Cooking,Object Transfer,"Action involves picking up an object (spatula), indicating a logistics step.",silver,4,r002,lifts spatula up,3,no,,no,0,0,0.0,128,1,2026-03-02T23:44:38.884291Z,2026-03-02T23:44:38.884303Z,1.113,Gold,1128,2,128,,
10382,1fae6ecb-2ad9-4160-b388-c34e7d018915,520.0713452666668,#C C lifts the cake up,Cooking,Object Transfer,"Action involves picking up an object, indicating a logistics step.",silver,4,r002,lifts cake up,3,no,,no,0,0,0.0,129,1,2026-03-02T23:44:44.498880Z,2026-03-02T23:44:44.498893Z,4.937,Gold,1129,2,129,,
4192,1fae6ecb-2ad9-4160-b388-c34e7d018915,533.7447952666668,#C C holds the cake,Cooking,Stationary,"Low body/hand motion, holding an object.",silver,4,r002,holds cake,5,yes,watchlist_verb,yes,0,0,0.0,130,1,2026-03-02T23:44:48.707445Z,2026-03-02T23:44:48.707458Z,3.452,Gold,1130,2,130,,
2752,1fae6ecb-2ad9-4160-b388-c34e7d018915,620.7600309546634,#C C passes the bottle to the right hand,Cooking,Object Transfer,Logistics step involving the transfer of an object.,silver,4,r002,passes bottle to right hand,7,no,,no,0,0,0.0,131,1,2026-03-02T23:44:50.654104Z,2026-03-02T23:44:50.654115Z,1.099,Gold,1131,2,131,,
4484,1fae6ecb-2ad9-4160-b388-c34e7d018915,870.1119809546634,#C C covers the dish,Cooking,Stationary,"The action of covering a dish involves minimal movement and is likely done with one hand, indicating low energy expenditure.",silver,4,r002,covers dish,5,no,,no,1,1,1.0,132,1,2026-03-02T23:44:55.047851Z,2026-03-02T23:44:55.047870Z,3.711,Bad,1132,2,132,Object Transfer,
5283,1fae6ecb-2ad9-4160-b388-c34e7d018915,875.6830909546634,#C C puts the dish in the fridge,Cooking,Object Transfer,Logistics step involving moving an object (the dish) to a specific location (the fridge).,silver,4,r002,puts dish in fridge,5,no,,no,0,0,0.0,133,1,2026-03-02T23:45:00.597169Z,2026-03-02T23:45:00.597184Z,2.578,Gold,1133,2,133,,
9460,1fae6ecb-2ad9-4160-b388-c34e7d018915,886.2866509546634,#C C applies #unsure to the cheese,Cooking,Essential Operation,"Core task, likely involves manual manipulation with hands.",silver,4,r002,applies to cheese,3,no,,no,0,0,0.0,134,1,2026-03-02T23:45:03.480146Z,2026-03-02T23:45:03.480163Z,2.037,Gold,1134,2,134,,
7096,1fae6ecb-2ad9-4160-b388-c34e7d018915,901.9291409546634,#C C picks the fork with her right hand,Cooking,Object Transfer,"Logistics step, picking up an object.",silver,4,r002,picks fork with her right hand,4,no,,no,0,0,0.0,135,1,2026-03-02T23:45:05.170601Z,2026-03-02T23:45:05.170613Z,0.966,Gold,1135,2,135,,
11210,1fae6ecb-2ad9-4160-b388-c34e7d018915,945.1608209546634,#C C picks a glass of #unsure,Cooking,Object Transfer,Logistics step involving picking up an object.,silver,4,r002,picks glass of,3,no,,no,0,0,0.0,136,1,2026-03-02T23:45:06.984961Z,2026-03-02T23:45:06.984974Z,0.819,Gold,1136,2,136,,
