action,annotation_id,annotator,batch,corrected_action,created_at,dataset_rows_covered_if_validated,global_rank,high_priority_reason,high_priority_review,historical_bad_count,historical_bad_rate,historical_checked_count,id,lead_time,narration_text,normalized_narration_stage2,reasoning,round,scenario,secondary_action,status,timestamp_sec,updated_at,verdict,video_uid,watchlist_hit
Stationary,13320,6,6,,2026-03-03T20:52:05.092684Z,5,5772,,no,0,0.0,0,1149355,1.584,#C C wears camera,wears camera,"Low body/hand motion, likely setting up the camera.",r002,Cleaning,,silver,12.5211886,2026-03-03T20:52:05.092710Z,Gold,15afbcca-8b44-4330-88bd-1de820866b9d,no
Object Transfer,13321,6,6,,2026-03-03T20:52:07.946065Z,4,7213,,no,0,0.0,0,1149356,1.896,#C C picks the steel bowl,picks steel bowl,Logistics action involving picking up an object.,r002,Cleaning,,silver,462.4585286,2026-03-03T20:52:07.946080Z,Gold,15afbcca-8b44-4330-88bd-1de820866b9d,no
Object Transfer,13322,6,6,,2026-03-03T20:52:13.111679Z,5,5701,,no,0,0.0,0,1149357,4.302,#C C turns the sink tap,turns sink tap,"Turning an object (tap), logistics step.",r002,Cleaning,Essential Operation,silver,481.2865886,2026-03-03T20:52:13.111704Z,Gold,15afbcca-8b44-4330-88bd-1de820866b9d,no
Object Transfer,13323,6,6,,2026-03-03T20:52:15.546377Z,7,3050,,no,0,0.0,0,1149358,1.591,#C C takes a banana,takes banana,Logistics step involving picking up the banana.,r002,Cleaning,,silver,722.7497586000001,2026-03-03T20:52:15.546395Z,Gold,15afbcca-8b44-4330-88bd-1de820866b9d,no
Essential Operation,13324,6,6,,2026-03-03T20:52:18.194635Z,4,7478,,no,0,0.0,0,1149359,1.631,#C C pours water from the cup,pours water from cup,Core manual task involving high hand activity.,r002,Cleaning,,silver,769.1116886000001,2026-03-03T20:52:18.194649Z,Gold,15afbcca-8b44-4330-88bd-1de820866b9d,no
Object Transfer,13325,6,6,,2026-03-03T20:52:22.223374Z,4,7845,,no,0,0.0,0,1149360,2.727,#C C puts tea in a cup,puts tea in cup,Logistics step involving picking up and placing an object.,r002,Cleaning,,silver,792.5340186000001,2026-03-03T20:52:22.223408Z,Gold,15afbcca-8b44-4330-88bd-1de820866b9d,no
Essential Operation,13326,6,6,,2026-03-03T20:53:00.025932Z,3,11901,,no,0,0.0,0,1149361,36.924,#C C pours hot water in a cup,pours hot water in cup,Core manual task involving high hand activity.,r002,Cleaning,,silver,799.3525886,2026-03-03T20:53:00.025946Z,Gold,15afbcca-8b44-4330-88bd-1de820866b9d,no
Essential Operation,13327,6,6,,2026-03-03T20:53:02.041912Z,7,3038,,no,0,0.0,0,1149362,1.161,#C C stirs the tea,stirs tea,Core task involving manual operation with high hand activity.,r002,Cleaning,,silver,814.8178786000001,2026-03-03T20:53:02.041929Z,Gold,15afbcca-8b44-4330-88bd-1de820866b9d,no
Stationary,13328,6,6,,2026-03-03T20:53:14.351090Z,4,5920,watchlist_verb,yes,0,0.0,0,1149363,11.558,#C C holds the bread,holds bread,"Low body/hand motion, holding an object.",r002,Cleaning,,silver,1380.2092186,2026-03-03T20:53:14.351112Z,Gold,15afbcca-8b44-4330-88bd-1de820866b9d,yes
Locomotion,13329,6,6,,2026-03-03T20:53:26.265092Z,9,1919,,no,0,0.0,0,1149364,9.509,#C C stretches right leg,stretches right leg,"Body movement through space, likely involves a change in posture or position.",r002,Cleaning,,silver,1719.3603686,2026-03-03T20:53:29.465851Z,Gold,15afbcca-8b44-4330-88bd-1de820866b9d,no
Stationary,13330,6,6,,2026-03-03T20:53:32.467922Z,3,10186,,no,0,0.0,0,1149365,2.132,#C C folds his right leg,folds his right leg,"Changing stance, but low motion overall.",r002,Cleaning,,silver,2095.7288186,2026-03-03T20:53:32.467945Z,Gold,15afbcca-8b44-4330-88bd-1de820866b9d,no
Object Transfer,13331,6,6,,2026-03-03T20:53:35.159687Z,3,9019,watchlist_verb,yes,0,0.0,0,1149366,1.805,#C C moves the bowl on the counter,moves bowl on counter,Logistics step involving moving an object.,r002,Cleaning,,silver,2158.2265686000005,2026-03-03T20:53:35.159702Z,Gold,15afbcca-8b44-4330-88bd-1de820866b9d,yes
Stationary,13332,6,6,,2026-03-03T20:53:37.469567Z,35,132,,no,0,0.0,0,1149367,1.406,#C C sits,sits,"Low body/hand motion, sitting is idle.",r002,Cleaning,,silver,2827.3393586,2026-03-03T20:53:37.469590Z,Gold,15afbcca-8b44-4330-88bd-1de820866b9d,no
Object Transfer,13333,6,6,,2026-03-03T20:53:40.666344Z,16,580,,no,0,0.0,0,1149368,2.32,#C C puts down cooking stick,puts down cooking stick,Logistics step involving picking up or putting down an object.,r002,Cooking,,silver,18.5137286,2026-03-03T20:53:40.666358Z,Gold,18f5c2be-cb79-46fa-8ff1-e03b7e26c986,no
Object Transfer,13334,6,6,,2026-03-03T20:53:43.116784Z,3,11360,,no,0,0.0,0,1149369,1.598,#C C picks rice packet,picks rice packet,"Logistics/Setup step, picking up an object.",r002,Cooking,,silver,250.8063786,2026-03-03T20:53:43.116807Z,Gold,18f5c2be-cb79-46fa-8ff1-e03b7e26c986,no
Object Transfer,13335,6,6,,2026-03-03T20:53:45.227519Z,4,7114,,no,0,0.0,0,1149370,1.252,#C C picks ingredients,picks ingredients,Logistics step involving picking up objects.,r002,Cooking,,silver,257.90286860000003,2026-03-03T20:53:45.227533Z,Gold,18f5c2be-cb79-46fa-8ff1-e03b7e26c986,no
Object Transfer,13336,6,6,,2026-03-03T20:53:47.697843Z,5,4923,,no,0,0.0,0,1149371,1.643,#C C picks can opener,picks can opener,"Logistics step, picking up an object.",r002,Cooking,,silver,345.9825686216996,2026-03-03T20:53:47.697858Z,Gold,18f5c2be-cb79-46fa-8ff1-e03b7e26c986,no
Essential Operation,13337,6,6,,2026-03-03T20:53:49.898323Z,4,6393,,no,0,0.0,0,1149372,1.288,#C C cuts the tomatoes,cuts tomatoes,"Core task, high hand activity.",r002,Cooking,,silver,437.3421186216996,2026-03-03T20:53:49.898338Z,Gold,18f5c2be-cb79-46fa-8ff1-e03b7e26c986,no
Essential Operation,13338,6,6,,2026-03-03T20:53:52.228268Z,4,7804,,no,0,0.0,0,1149373,1.352,#C C puts salt in the food,puts salt in food,Core task involving manual operation with hands.,r002,Cooking,,silver,509.49038862169954,2026-03-03T20:53:52.228291Z,Gold,18f5c2be-cb79-46fa-8ff1-e03b7e26c986,no
Stationary,13339,6,6,,2026-03-03T20:53:56.120139Z,3,8937,watchlist_verb,yes,0,0.0,0,1149374,2.189,#C C holds #unsure with her left hand,holds with her left hand,"Low body/hand motion, holding an object without movement.",r002,Cooking,,silver,578.792001017806,2026-03-03T20:53:56.120162Z,Gold,18f5c2be-cb79-46fa-8ff1-e03b7e26c986,yes
Object Transfer,13340,6,6,,2026-03-03T20:53:58.394493Z,3,11761,,no,0,0.0,0,1149375,1.442,#c c places phone down,places phone down,"The action involves placing an object (the phone), which is a logistics step.",r002,Cooking,,silver,165.81961959999998,2026-03-03T20:53:58.394507Z,Gold,1a7e6155-3613-4f55-865c-00e196db0da0,no
Object Transfer,13341,6,6,,2026-03-03T20:54:00.610433Z,5,4898,,no,0,0.0,0,1149376,1.334,#c c pick the paper,pick paper,Logistics step involving picking up an object.,r002,Cooking,,silver,3410.934385266667,2026-03-03T20:54:00.610449Z,Gold,1a7e6155-3613-4f55-865c-00e196db0da0,no
Essential Operation,13342,6,6,,2026-03-03T20:54:03.185070Z,5,4657,,no,0,0.0,0,1149377,1.597,#o girl x brush the teeth,girl x brush teeth,Core manual task involving repetitive motion and high hand activity.,r002,Cooking,,silver,3607.894785266667,2026-03-03T20:54:03.185093Z,Gold,1a7e6155-3613-4f55-865c-00e196db0da0,no
Essential Operation,13343,6,6,,2026-03-03T20:54:07.184113Z,3,10158,,no,0,0.0,0,1149378,2.279,#c c fix the camera,fix camera,"[CtxFixed] The current action involves fixing the camera, which is a deliberate and purposeful action aimed at maintaining or adjusting an essential tool. This action does not fit into the 'Locomotion', 'Object Transfer', 'Search', or 'Stationary' categories as it is not about moving from one place to another, transferring objects, searching for something, or remaining in one place. Therefore, it is classified as an 'Essential Operation'.",r002,Cooking,,silver,3611.861535266668,2026-03-03T20:54:07.184138Z,Gold,1a7e6155-3613-4f55-865c-00e196db0da0,no
Essential Operation,13344,6,6,,2026-03-03T20:54:39.745863Z,5,4426,,no,0,0.0,0,1149379,29.581,#c c brush the teeth,brush teeth,Core task involving repetitive hand movements.,r002,Cooking,,silver,3626.489505266667,2026-03-03T20:54:39.745879Z,Gold,1a7e6155-3613-4f55-865c-00e196db0da0,no
Object Transfer,13345,6,6,,2026-03-03T20:54:42.166154Z,4,7155,,no,0,0.0,0,1149380,1.297,#C C picks a pair of sandals,picks pair of sandals,Logistics step involving picking up an object.,r002,Cleaning,,silver,59.1508386,2026-03-03T20:54:42.166168Z,Gold,1d7cd66c-4924-4044-af0a-1ce0130c0b60,no
Object Transfer,13346,6,6,,2026-03-03T20:55:01.950704Z,8,2323,,no,0,0.0,0,1149381,18.676,#C C puts the utensils to the utensils rack,puts utensils to utensils rack,Logistics step involving moving objects to a specific location.,r002,Cooking,,silver,43.9970586,2026-03-03T20:55:01.950724Z,Gold,1e5ca2af-3f1b-40d5-b3a7-d712ac4b5065,no
Object Transfer,13347,6,6,,2026-03-03T20:55:04.840451Z,4,7569,,no,0,0.0,0,1149382,2.067,#C C puts the bowl on the kitchen slab.,puts bowl on kitchen slab,Logistics step involving picking up and placing an object.,r002,Cooking,,silver,373.87165906905705,2026-03-03T20:55:04.840466Z,Gold,1e5ca2af-3f1b-40d5-b3a7-d712ac4b5065,no
Stationary,13348,6,6,Essential Operation,2026-03-03T20:55:08.295661Z,3,9473,,no,1,1.0,1,1149383,15.063,#C C arranges the kitchen slab.,arranges kitchen slab,"Low body/hand motion, arranging items.",r002,Cooking,,silver,388.99264906905705,2026-03-03T21:56:40.438513Z,Bad,1e5ca2af-3f1b-40d5-b3a7-d712ac4b5065,no
Object Transfer,13349,6,6,,2026-03-03T20:55:11.155610Z,3,9268,watchlist_verb,yes,0,0.0,0,1149384,2.013,#C C opens the saucepan.,opens saucepan,Logistics step involving opening a container.,r002,Cooking,,silver,421.710159069057,2026-03-03T20:55:11.155634Z,Gold,1e5ca2af-3f1b-40d5-b3a7-d712ac4b5065,yes
Essential Operation,13350,6,6,,2026-03-03T20:56:15.178707Z,11,1313,,no,0,0.0,0,1149385,1.824,#C C wipes kitchen slab.,wipes kitchen slab,Core manual task involving high hand activity.,r002,Cooking,,silver,491.722439069057,2026-03-03T20:56:15.178723Z,Gold,1e5ca2af-3f1b-40d5-b3a7-d712ac4b5065,no
Essential Operation,13351,6,6,,2026-03-03T20:56:18.737480Z,5,4836,,no,0,0.0,0,1149386,1.693,#C C mixes food in the bowl.,mixes food in bowl,Core task involving high hand activity.,r002,Cooking,,silver,582.3312518861329,2026-03-03T20:56:18.737497Z,Gold,1e5ca2af-3f1b-40d5-b3a7-d712ac4b5065,no
Stationary,13352,6,6,,2026-03-03T20:56:22.365293Z,4,6208,watchlist_verb,yes,0,0.0,0,1149387,2.856,#C C touches nose.,touches nose,"Low body/hand motion, likely a minor gesture or habit.",r002,Cooking,,silver,630.1342818861328,2026-03-03T20:56:22.365311Z,Gold,1e5ca2af-3f1b-40d5-b3a7-d712ac4b5065,yes
Essential Operation,13353,6,6,,2026-03-03T20:56:33.439601Z,4,6947,,no,0,0.0,0,1149388,10.221,#C C operates a tablet on a table with his hand,operates tablet on table with his hand,Core manual task involving high hand activity.,r002,Desk Work,,silver,303.1558009546634,2026-03-03T20:56:33.439617Z,Gold,23eeced2-6067-4379-9ebd-9e263d8171ef,no
Essential Operation,13354,6,6,,2026-03-03T20:56:36.219688Z,5,4383,watchlist_verb,yes,0,0.0,0,1149389,4.831,#C C touches the tablet on the table with his right hand,touches tablet on table with his right hand,"Core manual interaction with a device, high hand activity.",r002,Desk Work,Stationary,silver,685.35871762133,2026-03-03T20:56:39.391108Z,Gold,23eeced2-6067-4379-9ebd-9e263d8171ef,yes
Essential Operation,13355,6,6,,2026-03-03T20:56:41.838313Z,3,10181,,no,0,0.0,0,1149390,4.101,#C C flips the sandpaper with both hands,flips sandpaper with both hands,Core task involving high hand activity.,r002,Mechanical Repair,Object Transfer,silver,150.6742296,2026-03-03T20:56:44.618196Z,Gold,24b995e8-9150-43be-953c-f96959c151b5,no
Stationary,13356,6,6,,2026-03-03T20:56:51.522820Z,3,9088,watchlist_verb,yes,0,0.0,0,1149391,5.984,#C C moves her left hand over the wooden hand rail,moves her left hand over wooden hand rail,"The action implies a gentle, exploratory movement which is likely low in energy and does not involve significant body or hand acceleration.",r002,Mechanical Repair,,silver,176.8771796,2026-03-03T20:56:51.522837Z,Gold,24b995e8-9150-43be-953c-f96959c151b5,yes
Object Transfer,13357,6,6,,2026-03-03T20:56:54.699048Z,8,2440,,no,0,0.0,0,1149392,2.199,#O woman X puts the cards away,woman x puts cards away,Logistics step of putting cards away.,r002,Playing Instrument,,silver,611.6653521677084,2026-03-03T20:56:54.699073Z,Gold,26a56478-0c95-49b7-bb5e-1caef7750633,no
Essential Operation,13358,6,6,,2026-03-03T20:56:56.953500Z,3,9611,,no,0,0.0,0,1149393,1.377,#C C chops the pumpkin peel,chops pumpkin peel,Core task involving repetitive hand movements.,r002,Cooking,,silver,95.6774586,2026-03-03T20:56:56.953534Z,Gold,28bc1ee7-b0c1-4f30-934a-0ab665779d90,no
Object Transfer,13365,6,6,,2026-03-03T20:58:22.901083Z,4,7186,,no,0,0.0,0,1149394,1.962,#C C picks the pumpkin peels,picks pumpkin peels,"Logistics step, picking up an object.",r002,Cooking,,silver,164.9164186,2026-03-03T20:58:22.901116Z,Gold,28bc1ee7-b0c1-4f30-934a-0ab665779d90,no
Object Transfer,13366,6,6,,2026-03-03T20:58:25.181701Z,4,8312,,no,0,0.0,0,1149395,1.445,#C C throws the pumpkin peels at the dustbin,throws pumpkin peels at dustbin,"[CtxFixed] The action of throwing the pumpkin peels at the dustbin appears to be a deliberate placement, similar to the action of throwing the pumpkin seeds at the dustbin in the previous instance. This suggests that the peels are being intentionally placed in the dustbin, which fits the 'Object Transfer' category.",r002,Cooking,,silver,168.6784286,2026-03-03T20:58:25.181717Z,Gold,28bc1ee7-b0c1-4f30-934a-0ab665779d90,no
Object Transfer,13367,6,6,,2026-03-03T20:58:27.782052Z,4,7131,,no,0,0.0,0,1149396,1.307,#C C picks the mangoes,picks mangoes,Logistics step involving picking up objects.,r002,Cooking,,silver,474.1296592852933,2026-03-03T20:58:27.782076Z,Gold,28bc1ee7-b0c1-4f30-934a-0ab665779d90,no
Essential Operation,13368,6,6,,2026-03-03T20:58:29.761894Z,4,6299,,no,0,0.0,0,1149397,1.176,#C C chops the lettuce,chops lettuce,"Core task, high hand activity.",r002,Cooking,,silver,571.4115576136719,2026-03-03T20:58:29.761910Z,Gold,28bc1ee7-b0c1-4f30-934a-0ab665779d90,no
Essential Operation,13369,6,6,,2026-03-03T20:58:32.113113Z,4,6986,,no,0,0.0,0,1149398,1.637,#C C peels off the potato,peels off potato,Core task involving high hand activity.,r002,Cooking,,silver,722.0388276136719,2026-03-03T20:58:32.113137Z,Gold,28bc1ee7-b0c1-4f30-934a-0ab665779d90,no
Essential Operation,13370,6,6,,2026-03-03T20:58:34.182698Z,4,8079,,no,0,0.0,0,1149399,1.381,#C C shakes the potato peeler,shakes potato peeler,"Shaking involves active hand movement, indicative of a core task.",r002,Cooking,,silver,746.811837613672,2026-03-03T20:58:34.182721Z,Gold,28bc1ee7-b0c1-4f30-934a-0ab665779d90,no
Object Transfer,13371,6,6,,2026-03-03T20:58:36.344760Z,8,2230,,no,0,0.0,0,1149400,1.256,#C C picks up the chopped potatoes,picks up chopped potatoes,Logistics step involving picking up an object.,r002,Cooking,,silver,830.1660981829665,2026-03-03T20:58:36.344789Z,Gold,28bc1ee7-b0c1-4f30-934a-0ab665779d90,no
Object Transfer,13372,6,6,,2026-03-03T20:58:40.139064Z,8,2085,,no,0,0.0,0,1149401,2.498,#C C drops the chopped pieces into the platter,drops chopped pieces into platter,Logistics step involving the transfer of objects.,r002,Cooking,,silver,831.1389581829665,2026-03-03T20:58:40.139092Z,Gold,28bc1ee7-b0c1-4f30-934a-0ab665779d90,no
Essential Operation,13373,6,6,,2026-03-03T20:58:44.240638Z,3,9607,,no,0,0.0,0,1149402,1.427,#C C chops the hot paper into pieces,chops hot paper into pieces,Core task involving high hand activity and manipulation.,r002,Cooking,,silver,1064.8228581829662,2026-03-03T20:58:44.240662Z,Gold,28bc1ee7-b0c1-4f30-934a-0ab665779d90,no
Object Transfer,13374,6,6,,2026-03-03T20:58:46.832618Z,4,7678,,no,0,0.0,0,1149403,1.498,#C C puts the garlic on the platter,puts garlic on platter,Logistics step involving moving an object.,r002,Cooking,,silver,1141.7433271449218,2026-03-03T20:58:46.832642Z,Gold,28bc1ee7-b0c1-4f30-934a-0ab665779d90,no
Stationary,13375,6,6,,2026-03-03T20:58:49.096767Z,27,218,,no,0,0.0,0,1149404,1.502,#O person X stares at the labyrinth board game,person x stares at labyrinth board game,"The action describes a person staring, which involves minimal body and hand movement.",r002,Playing Instrument,,silver,0.6506586,2026-03-03T20:58:49.096794Z,Gold,2b0d2089-36dc-4579-91c7-fabb05c5afd1,no
Object Transfer,13376,6,6,,2026-03-03T20:58:51.701250Z,4,7015,,no,0,0.0,0,1149405,1.656,#O person X slides tile on the labyrinth board game,person x slides tile on labyrinth board game,Logistics step involving movement of a game piece.,r002,Playing Instrument,,silver,140.26486859999997,2026-03-03T20:58:51.701280Z,Gold,2b0d2089-36dc-4579-91c7-fabb05c5afd1,no
Stationary,13377,6,6,,2026-03-03T20:58:54.314778Z,58,51,,no,0,0.0,0,1149406,1.264,#C C stares at the labyrinth board game,stares at labyrinth board game,"Low body/hand motion, focused attention.",r002,Playing Instrument,,silver,143.2817586,2026-03-03T20:58:54.314802Z,Gold,2b0d2089-36dc-4579-91c7-fabb05c5afd1,no
Object Transfer,13378,6,6,,2026-03-03T20:58:57.149917Z,3,10901,,no,0,0.0,0,1149407,1.625,#C C passes the tile to the right hand,passes tile to right hand,"Passing an object, involves picking up and putting down the tile.",r002,Playing Instrument,,silver,147.36722859999998,2026-03-03T20:58:57.149941Z,Gold,2b0d2089-36dc-4579-91c7-fabb05c5afd1,no
Stationary,13379,6,6,Object Transfer,2026-03-03T20:59:46.840629Z,6,4068,,no,0,0.0,0,1149408,39.399,#C C turns the tile,turns tile,"Turning a tile is a low energy, stationary action.",r002,Playing Instrument,,silver,167.3447986,2026-03-03T20:59:46.840645Z,Bad,2b0d2089-36dc-4579-91c7-fabb05c5afd1,no
Object Transfer,13380,6,6,,2026-03-03T21:00:20.006257Z,4,6980,,no,0,0.0,0,1149409,32.318,#C C passes the tile to the left hand,passes tile to left hand,Passing an object (tile) from one hand to another.,r002,Playing Instrument,,silver,213.4878086,2026-03-03T21:00:20.006272Z,Gold,2b0d2089-36dc-4579-91c7-fabb05c5afd1,no
Stationary,13381,6,6,Object Transfer,2026-03-03T21:00:29.158219Z,4,5865,watchlist_verb,yes,0,0.0,0,1149410,8.271,#C C adjusts the tiles,adjusts tiles,Adjusting typically involves fine motor skills and minimal body movement.,r002,Playing Instrument,Essential Operation,silver,251.3712886,2026-03-03T21:00:29.158255Z,Bad,2b0d2089-36dc-4579-91c7-fabb05c5afd1,yes
Object Transfer,13382,6,6,,2026-03-03T21:00:31.602648Z,9,1799,,no,0,0.0,0,1149411,1.589,#C C picks the token,picks token,"Logistics/Setup step, picking up an object.",r002,Playing Instrument,,silver,275.8122786,2026-03-03T21:00:31.602668Z,Gold,2b0d2089-36dc-4579-91c7-fabb05c5afd1,no
Object Transfer,13383,6,6,,2026-03-03T21:00:33.676899Z,9,1824,,no,0,0.0,0,1149412,1.194,#C C places token on the labyrinth board game,places token on labyrinth board game,"Logistics step, placing an object.",r002,Playing Instrument,,silver,278.53680860000003,2026-03-03T21:00:33.676922Z,Gold,2b0d2089-36dc-4579-91c7-fabb05c5afd1,no
Stationary,13359,6,6,,2026-03-03T20:56:59.163099Z,4,8168,,no,0,0.0,0,1149413,3.4480000000000004,#C C stares at the tile,stares at tile,"Low body/hand motion, indicating an idle or observational state.",r002,Playing Instrument,Search,silver,436.2602687027021,2026-03-03T20:57:01.411646Z,Gold,2b0d2089-36dc-4579-91c7-fabb05c5afd1,no
