video_uid,timestamp_sec,narration_text,scenario,action,reasoning,status
3c0dffd0-e38e-4643-bc48-d513943dc20b,596.655951017806,#C C takes the potato smasher from person X,Cooking,Object Transfer,Logistics/Setup step involving taking an object.,silver
3c0dffd0-e38e-4643-bc48-d513943dc20b,598.0440010178061,#O person X mixes #unsure with a cooking spoon,Cooking,Essential Operation,"Core manual task involving mixing, which involves high hand activity.",silver
3c0dffd0-e38e-4643-bc48-d513943dc20b,607.687831017806,#C C walks across the kitchen,Cooking,Locomotion,"Body moving through space, indicative of walking.",silver
3c0dffd0-e38e-4643-bc48-d513943dc20b,610.833511017806,#C C washes the potato smasher,Cooking,Essential Operation,"Core task involving manual washing, high hand activity.",silver
3c0dffd0-e38e-4643-bc48-d513943dc20b,619.930241017806,#C C puts the potato smasher in the sink,Cooking,Object Transfer,Logistics step involving the transfer of an object.,silver
3c0dffd0-e38e-4643-bc48-d513943dc20b,620.954221017806,#C C picks up a container,Cooking,Object Transfer,Logistics step involving picking up an object.,silver
3c0dffd0-e38e-4643-bc48-d513943dc20b,621.311681017806,#O person X puts #unsure on the plate,Cooking,Object Transfer,"Logistics step, moving an object to a location.",silver
3c0dffd0-e38e-4643-bc48-d513943dc20b,623.262151017806,#C C throws the container in the dustbin,Cooking,Object Transfer,"[CtxFixed] The action of throwing the container in the dustbin is a deliberate placement of the object, which fits the definition of 'Object Transfer'.",silver
3c0dffd0-e38e-4643-bc48-d513943dc20b,625.130451017806,#C C walks across the kitchen,Cooking,Locomotion,"Body moving through space, high body acceleration.",silver
3c0dffd0-e38e-4643-bc48-d513943dc20b,627.451821017806,#C C moves the plate,Cooking,Object Transfer,Moving an object from one place to another.,silver
3c0dffd0-e38e-4643-bc48-d513943dc20b,630.2891410178061,#O person X serves #unsure on the plate,Cooking,Object Transfer,Logistics step of moving food onto a plate.,silver
3c0dffd0-e38e-4643-bc48-d513943dc20b,642.566431017806,#C C walks across the kitchen,Cooking,Locomotion,Body moving through space (walking).,silver
3c0dffd0-e38e-4643-bc48-d513943dc20b,644.334871017806,#C C touches the phone,Cooking,Stationary,"Low body/hand motion, likely involves minimal movement.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,0.5610896,#C C stares around the house,Desk Work,Search,"Head movement (visual search), hands mostly still.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,1.8906596,#C C removes camera from the head,Desk Work,Object Transfer,Removing an object from the head involves a specific action to pick up and move the camera.,silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,2.4802596,#C C stares at the camera,Desk Work,Stationary,"Low body/hand motion, primarily visual focus.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,6.3062396,#C C puts camera on the head,Desk Work,Stationary,Putting an object down is a brief action with minimal movement.,silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,12.959759599999998,#C C stares around the house,Desk Work,Search,"Head movement (visual search), hands mostly still.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,24.2755696,#C C picks phone from the table,Desk Work,Object Transfer,Logistics step of picking up an object.,silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,25.863239600000004,#C C operates the phone,Desk Work,Essential Operation,Core manual task involving high hand activity.,silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,28.758599600000004,#C C puts phone on the laptop,Desk Work,Object Transfer,Logistics step involving picking up and placing down an object.,silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,30.6394596,#C C touches the tablet on the table,Desk Work,Stationary,"Low body/hand motion, likely involves minor touch interaction.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,32.7518296,#C C picks a phone from the laptop,Desk Work,Object Transfer,Logistics step of picking up an object.,silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,34.1486996,#C C operates the phone,Desk Work,Essential Operation,Core manual task involving high hand activity.,silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,40.144169600000005,#C C puts phone on the laptop,Desk Work,Object Transfer,Logistics step involving picking up and placing an object.,silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,41.596289600000006,#C C stsnds from the chair,Desk Work,Locomotion,"Body moving through space (standing up), high body acceleration.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,43.7026496,#C C walks around the house,Desk Work,Locomotion,"Body moving through space, involves walking.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,47.010079600000005,#C C lies on the sofa,Desk Work,Stationary,"Low body/hand motion, in a resting state.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,48.5425096,#C C operates the tablet,Desk Work,Essential Operation,"Core task involving manual operation of a device, high hand activity.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,79.2163396,#C C reads a book on the tablet,Desk Work,Stationary,"Low body/hand motion, primarily visual engagement.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,97.1006096,#C C operates the tablet,Desk Work,Essential Operation,Core manual task involving high hand activity.,silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,99.5806596,#C C reads a book on the tablet,Desk Work,Stationary,"Low body/hand motion, focused on reading.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,133.24091959999998,#C C operates the tablet,Desk Work,Essential Operation,Core task involving high hand activity.,silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,135.3522996,#C C reads a book on the tablet,Desk Work,Stationary,"Low body/hand motion, focused activity.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,170.4199296,#C C operates the tablet,Desk Work,Essential Operation,Core manual task involving high hand activity.,silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,171.9080796,#C C reads a book on the tablet,Desk Work,Search,"Head movement (visual search), hands mostly still.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,205.5674896,#C C operates the tablet,Desk Work,Essential Operation,"Core manual task involving interaction with a device, high hand activity.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,207.5711396,#C C reads a book on the tablet,Desk Work,Stationary,"Low body/hand motion, primarily visual engagement.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,252.2140096,#C C operates the tablet,Desk Work,Essential Operation,Core manual task involving high hand activity.,silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,255.6411696,#C C reads a book on the tablet,Desk Work,Stationary,"Low body/hand motion, focused activity.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,297.2617109546634,#C C operates the tablet,Desk Work,Essential Operation,Core task involving manual interaction with a device.,silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,300.2067209546634,#C C reads the a book on the tablet,Desk Work,Stationary,"Low body/hand motion, focused activity.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,337.6219209546634,#C C operates the tablet,Desk Work,Essential Operation,Core task involving high hand activity.,silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,347.56688095466336,#C C reads the a book on the tablet,Desk Work,Stationary,"Low body/hand motion, focused activity.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,377.5613909546634,#C C operates the tablet,Desk Work,Essential Operation,Core manual task involving high hand activity.,silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,380.6618209546634,#C C reads the a book on the tablet,Desk Work,Stationary,"Low body/hand motion, primarily focused activity.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,413.7009009546634,#C C operates the tablet,Desk Work,Essential Operation,Core task involving high hand activity.,silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,416.5812309546634,#C C reads the a book on the tablet,Desk Work,Stationary,"Low body/hand motion, primarily visual engagement.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,451.1693109546634,#C C operates the tablet,Desk Work,Essential Operation,Core manual task involving high hand activity.,silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,453.8757709546634,#C C reads the a book on the tablet,Desk Work,Search,"Head movement (reading), hands mostly still.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,488.95359095466335,#C C operates the tablet,Desk Work,Essential Operation,Core task involving high hand activity.,silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,491.4728109546634,#C C reads the a book on the tablet,Desk Work,Stationary,"Low body/hand motion, focused activity.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,499.9595509546634,#C C adjusts the camera,Desk Work,Stationary,Adjusting the camera involves minimal body movement and is likely done with one hand.,silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,501.7126209546634,#C C reads the a book on the tablet,Desk Work,Stationary,"Low body/hand motion, focused on visual input.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,527.2682609546633,#C C operates the tablet,Desk Work,Essential Operation,Core manual task involving high hand activity.,silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,529.2822709546634,#C C reads the a book on the tablet,Desk Work,Stationary,"Low body/hand motion, focused activity.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,563.4884086458334,#C C taps the screen with her thumb,Desk Work,Stationary,"Low body/hand motion, brief tap.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,565.0857486458333,#C C reads on the iPad screen,Desk Work,Search,"Head movement (visual search), hands mostly still.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,597.5498786458334,#C C taps the screen with her thumb,Desk Work,Stationary,"Short burst of hand activity, otherwise low body/hand motion.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,598.9295686458333,#C C reads on the iPad screen,Desk Work,Search,"Visual search or monitoring, head movement while hands are mostly still.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,615.7057186458334,#C C moves her left hand on the trouser,Desk Work,Stationary,"Low body/hand motion, likely adjusting clothing while stationary.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,619.4595586458333,#C C reads on the iPad screen,Desk Work,Search,"Head movement (visual search), hands mostly still.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,627.4780586458334,#C C taps the screen with her thumb,Desk Work,Essential Operation,Core manual task involving high hand activity.,silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,628.3283886458333,#C C reads on the iPad screen,Desk Work,Search,"Head movement (visual search), hands mostly still.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,664.2892286458333,#C C taps the screen with her thumb,Desk Work,Stationary,"Low body motion, short tap action.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,665.5663086458334,#C C reads on the iPad screen,Desk Work,Search,"Head movement (visual search), hands mostly still.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,615.4496786458333,#C C holds the iPad with her right hand,Desk Work,Stationary,Holding an object with minimal movement.,silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,673.8885986458333,#C C moves her left hand,Desk Work,Stationary,"Low body/hand motion, could be minor hand movement during stationary activity.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,675.6982086458333,#C C touches the edge of the iPad with her left hand,Desk Work,Stationary,"Low body/hand motion, likely idle or precise adjustment.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,678.5581186458334,#C C reads on the iPad screen,Desk Work,Search,"Head movement (visual search), hands mostly still.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,702.3323786458334,#C C taps the screen with her thumb,Desk Work,Essential Operation,Core task involving high hand activity.,silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,703.7596186458334,#C C reads on the iPad screen,Desk Work,Search,"Visual search or monitoring, likely involves head movement.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,716.1672186458334,#C C places her legs on the throw pillow,Desk Work,Stationary,"Low body/hand motion, implies idle or resting state.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,718.6644886458333,#C C reads on the iPad screen,Desk Work,Search,"Head movement (visual search), hands mostly still.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,739.0803186458334,#C C taps the screen with her thumb,Desk Work,Stationary,"Short burst of hand activity, likely while seated.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,740.7583486458334,#C C reads on the iPad screen,Desk Work,Search,"Visual search or monitoring, head movement involved.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,752.3265186458333,#C C taps the screen with her thumb,Desk Work,Essential Operation,"Core task involving direct interaction with a device, high hand activity.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,753.6993686458334,#C C reads on the iPad screen,Desk Work,Search,"Head movement (visual search), hands mostly still.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,754.4144786458334,#C C taps the screen with her thumb,Desk Work,Stationary,"Low body motion, short burst of hand activity.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,755.7754986458333,#C C reads on the iPad screen,Desk Work,Search,"Visual search or monitoring, head movement involved.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,769.0649986458334,#C C put her left hand between her legs,Desk Work,Stationary,"[CtxFixed] The action of putting her left hand between her legs does not involve any movement that can be classified as locomotion, essential operation, object transfer, or search. It is a static action, thus classified as 'Stationary'.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,770.1731886458333,#C C reads on the iPad screen,Desk Work,Search,"Head movement (visual search), passive hands.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,786.0300286458333,#C C taps the screen with her thumb,Desk Work,Essential Operation,Core task involving high hand activity.,silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,787.5286886458333,#C C reads on the iPad screen,Desk Work,Search,"Head movement (visual search), passive hands.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,815.5453286458333,#C C holds the iPad with both hands,Desk Work,Stationary,"Low body/hand motion, holding an object without moving.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,816.3470986458333,#C C reads on the iPad screen,Desk Work,Search,"Visual search or monitoring, head movement involved.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,833.9068809546634,#C C operates the tablet,Desk Work,Essential Operation,"Core task involving manual operation of a device, high hand activity.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,835.4095009546634,#C C reads a book on the tablet,Desk Work,Search,"Head movement (reading), passive hands.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,874.1386809546634,#C C operates the tablet,Desk Work,Essential Operation,"Core task involving manual operation, likely with high hand activity.",silver
a75999e6-8eb8-44fa-b562-4de92cd825e3,875.7488009546635,#C C reads a book on the tablet,Desk Work,Stationary,"Low body/hand motion, focused activity.",silver
