action,batch,narration_text,reasoning,round,scenario,status,timestamp_sec,video_uid
Stationary,1,#C C moves the fur with his hands,"Low body/hand motion, likely involves fine hand movements without significant acceleration.",r001,Cleaning,Gold,881.9869159242188,14d6ec93-4a74-4776-8837-abe5a305271f
Stationary,1,#C C captures the dog with the phone,"Capturing an image with a phone typically involves holding the phone steady, resulting in low body and hand motion.",r001,Cleaning,Gold,903.9595559242188,14d6ec93-4a74-4776-8837-abe5a305271f
Essential Operation,1,#C C combs the dog fur with the jelly comb,Core manual task involving high hand activity.,r001,Cleaning,Gold,906.9500059242188,14d6ec93-4a74-4776-8837-abe5a305271f
Stationary,1,#C C lifts his legs,"Low body/hand motion, likely minimal acceleration.",r001,Desk Work,Gold,521.3970786,176e0cc4-f5f3-48a4-9032-7c9c04e003f9
Object Transfer,1,#C C places the glass of water on the table,Logistics action involving placing an object.,r001,Desk Work,Gold,530.5810086,176e0cc4-f5f3-48a4-9032-7c9c04e003f9
Stationary,1,#C C taps her watch,"Low body/hand motion, likely while sitting.",r001,Desk Work,Gold,1069.951957613672,176e0cc4-f5f3-48a4-9032-7c9c04e003f9
Locomotion,1,#C C turns on the floor,"[CtxFixed] The action of turning on the floor is a movement that changes the position of the person, which falls under the category of Locomotion.",r001,Desk Work,Gold,1307.516517613672,176e0cc4-f5f3-48a4-9032-7c9c04e003f9
Stationary,1,#C C places hand on the hip,"Low body/hand motion, indicates a stationary pose.",r001,Desk Work,Gold,1437.9947558255576,176e0cc4-f5f3-48a4-9032-7c9c04e003f9
Stationary,1,#C C moves left leg forward,"Body moving through space, specifically a leg movement which indicates a change in body position.",r001,Desk Work,Gold,1598.0144258255575,176e0cc4-f5f3-48a4-9032-7c9c04e003f9
Stationary,1,#C C lies on the floor,"Low body/hand motion, lying down is a static position.",r001,Desk Work,Gold,1628.4669458255576,176e0cc4-f5f3-48a4-9032-7c9c04e003f9
Essential Operation,1,#C C exercises rotating toe touches,The action involves minimal movement and can be considered low energy activity while seated.,r001,Desk Work,Gold,2005.6987171246744,176e0cc4-f5f3-48a4-9032-7c9c04e003f9
Stationary,1,#C C moves card on the phone,The action described is a minor movement that does not involve significant body or hand motion.,r001,Playing Instrument,Gold,8.093419599999999,1b2f838a-ff28-4e8f-84db-bb46a163eb50
Stationary,1,#C C scrolls on the screen to move card,"Low body/hand motion, likely involves minimal physical movement.",r001,Playing Instrument,Gold,82.1971896,1b2f838a-ff28-4e8f-84db-bb46a163eb50
Essential Operation,1,#C C puts soil in the flower pots.,Logistics step involving the transfer of soil to flower pots.,r001,Gardening,Gold,59.77750526023531,1f84d80d-6f8d-4e40-aabb-b33aad3ba594
Essential Operation,1,#C C removes excess soil from the flower pot.,"The action involves moving soil from one place to another, which is a logistics task.",r001,Gardening,Gold,64.80574526023531,1f84d80d-6f8d-4e40-aabb-b33aad3ba594
Essential Operation,1,#C C scoops more soil.,Core task involving high hand activity.,r001,Gardening,Gold,70.81276526023532,1f84d80d-6f8d-4e40-aabb-b33aad3ba594
Object Transfer,1,#C C removes sticks from the flower pot.,Logistics step involving picking up and removing objects.,r001,Gardening,Gold,76.06620526023531,1f84d80d-6f8d-4e40-aabb-b33aad3ba594
Stationary,1,#C C touches soil in the flower pot with left hand.,"Low body/hand motion, focused activity.",r001,Gardening,Gold,86.7262852602353,1f84d80d-6f8d-4e40-aabb-b33aad3ba594
Essential Operation,1,#C C digs in the flower pot.,Core task involving high hand activity.,r001,Gardening,Gold,240.0946252602353,1f84d80d-6f8d-4e40-aabb-b33aad3ba594
Search,1,#C C turns.,"Head movement (turning), passive hands.",r001,Gardening,Gold,252.7167952602353,1f84d80d-6f8d-4e40-aabb-b33aad3ba594
Essential Operation,1,#C C scoops the soil,Core task involving high hand activity.,r001,Gardening,Gold,328.7759950322917,1f84d80d-6f8d-4e40-aabb-b33aad3ba594
Essential Operation,1,#C C puts the soil to the seedling tray,Logistics step involving moving the soil from one place to another.,r001,Gardening,Gold,377.0093750322917,1f84d80d-6f8d-4e40-aabb-b33aad3ba594
Object Transfer,1,#C C picks the soil,Logistics step involving picking up soil.,r001,Gardening,Gold,384.9948350322917,1f84d80d-6f8d-4e40-aabb-b33aad3ba594
Object Transfer,1,#C C picks the bucket with her right hand,Logistics step of picking up an object.,r001,Gardening,Gold,708.5442810671464,1f84d80d-6f8d-4e40-aabb-b33aad3ba594
Essential Operation,1,#C C pours the grass on the ground,Core task involving active hand movement.,r001,Gardening,Gold,831.8713723410996,1f84d80d-6f8d-4e40-aabb-b33aad3ba594
Object Transfer,1,#C C takes the first piece of wood off the machine with his left hand,Logistics step involving picking up an object.,r001,Carpentry,Gold,20.655279600000004,23910a31-45bb-4c41-9b74-91ba2bb8be60
Object Transfer,1,#C C pushes the third piece of wood through the machine with his right hand,"Body moving through space while actively pushing an object, involving high body acceleration.",r001,Carpentry,Gold,34.062909600000005,23910a31-45bb-4c41-9b74-91ba2bb8be60
Object Transfer,1,#C C drops the thirteenth piece of wood on the machine,"[CtxFixed] The action of dropping the thirteenth piece of wood onto the machine is a deliberate placement, which fits the criteria for 'Object Transfer'.",r001,Carpentry,Gold,144.3647696,23910a31-45bb-4c41-9b74-91ba2bb8be60
Object Transfer,1,#C C passes the sandpaper from her left to her right hand,"Logistics step, passing an object.",r001,Mechanical Repair,Gold,77.4249596,23a1b043-771f-4769-916a-34163f2ea2ef
Essential Operation,1,#C C adjusts the sandpaper with both hands,Core task involving high hand activity.,r001,Mechanical Repair,Gold,160.6720796,23a1b043-771f-4769-916a-34163f2ea2ef
Object Transfer,1,#C C puts the file on the shelf,Logistics step involving picking up and placing an object.,r001,Cleaning,Gold,25.330858600000003,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Object Transfer,1,#C C puts the books on the shelf,"Logistics of moving objects, short bursts of hand acceleration.",r001,Cleaning,Gold,34.1188986,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Object Transfer,1,#C C opens the cleaning detergent,Logistics step involving opening an object.,r001,Cleaning,Gold,77.1913486,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Essential Operation,1,#C C wipes the shelf,Core task involving high hand activity.,r001,Cleaning,Gold,89.9379986,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Object Transfer,1,#C C puts the cloth on the table,Logistics step involving placing an object (cloth) on a surface (table).,r001,Cleaning,Gold,104.5802086,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Object Transfer,1,#C C puts the #unsure on the shelf,Logistics step involving placing an object.,r001,Cleaning,Gold,131.16935859999998,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Essential Operation,1,#C C wipes the tin,Core task involving high hand activity.,r001,Cleaning,Gold,131.9451986,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Essential Operation,1,#C C loosens the earphones,Core manual task involving fine motor skills.,r001,Cleaning,Gold,277.8539986,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Essential Operation,1,#C C unzips the tool bag,Logistics action involving the manipulation of an object (unzipping the bag).,r001,Cleaning,Gold,313.8516592852933,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Object Transfer,1,#C C puts the tool bag on the shelf,Logistics of moving the tool bag to a specific location.,r001,Cleaning,Gold,335.0400192852933,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Essential Operation,1,#C C wipes the wooden phone holder,"Core manual task, high hand activity.",r001,Cleaning,Gold,345.5755592852933,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Object Transfer,1,#C C picks a purse,Logistics action involving picking up an object.,r001,Cleaning,Gold,444.2389592852933,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Essential Operation,1,#C C wipes the laptop,Core task involving high hand activity.,r001,Cleaning,Gold,578.245097613672,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Object Transfer,1,#C C puts the laptop on the chair,Logistics step involving picking up and placing an object.,r001,Cleaning,Gold,613.918467613672,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Locomotion,1,#C C moves the brush,"Body moving through space, likely involves sweeping or moving around while cleaning.",r001,Cleaning,Gold,624.594577613672,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Object Transfer,1,#C C picks the hand washing detergent,"Logistics step, picking up an object.",r001,Cleaning,Gold,648.4516376136719,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Object Transfer,1,#C C puts the hand spray on the floor,Logistics step involving picking up and placing down an object.,r001,Cleaning,Gold,649.689797613672,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Object Transfer,1,#C C picks the sticker,"Logistics step, picking up an object.",r001,Cleaning,Gold,711.794177613672,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Object Transfer,1,#C C puts the plastic container on the shelf,Logistics step involving picking up and placing an object.,r001,Cleaning,Gold,731.4894476136719,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Essential Operation,1,#C C removes the sticker,Core manual task involving hand activity.,r001,Cleaning,Gold,775.8406976136719,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Object Transfer,1,#C C picks the hand spray,Logistics step of picking up an object.,r001,Cleaning,Gold,786.3669776136719,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Object Transfer,1,#C C puts the bag on the shelf,"Logistics step, moving an object from one place to another.",r001,Cleaning,Gold,814.9000476136719,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Object Transfer,1,#C C puts the bottle on the shelf,"Logistics step, moving an object to a specific location.",r001,Cleaning,Gold,816.276437613672,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Object Transfer,1,#C C puts the serviette roll on the drawer,Logistics step involving picking up and placing an object.,r001,Cleaning,Gold,830.1450582616542,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Object Transfer,1,#C C puts the cloth on the drawer,Logistics step involving placing an object.,r001,Cleaning,Gold,886.6167282616541,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Object Transfer,1,#C C puts the box on the drawer,Logistics step involving picking up and placing an object.,r001,Cleaning,Gold,929.5010982616542,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Essential Operation,1,#C C wipes the purse,Core task involving manual activity with the hands.,r001,Cleaning,Gold,944.079698261654,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Object Transfer,1,#C C puts the purse on the shelf,Logistics/Setup step involving picking up and placing an object.,r001,Cleaning,Gold,947.553128261654,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Object Transfer,1,#C C picks a cassette drive,"Logistics action, picking up an object.",r001,Cleaning,Gold,1085.455148261654,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Object Transfer,1,#C C moves the paper,"Movement through space, likely involves walking or moving hands/body to handle the paper.",r001,Cleaning,Gold,1128.5494971449218,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Object Transfer,1,#C C moves the purse,Logistics/moving an object from one place to another.,r001,Cleaning,Gold,1235.3473371449218,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Essential Operation,1,#C C turns the jar upside down,"[CtxFixed] Turning the jar upside down is likely an essential step in the process of emptying or cleaning the jar, rather than a mistake or a transfer of objects.",r001,Cleaning,Gold,1268.124757144922,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Object Transfer,1,#C C puts the stationery in the jar,Logistics/Setup step involving picking up and placing an object.,r001,Cleaning,Gold,1323.3004871449218,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Object Transfer,1,#C C moves the pens.,"Logistics of moving objects, short bursts of hand activity.",r001,Cleaning,Gold,1379.7002772176902,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Object Transfer,1,#C C puts the pens in the container.,Logistics/Setup step involving picking up and placing objects.,r001,Cleaning,Gold,1391.95814721769,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Object Transfer,1,#C C picks the ruler.,Logistics step involving picking up an object.,r001,Cleaning,Gold,1464.63852721769,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Object Transfer,1,#C C puts the pen in the case.,Logistics/Setup step involving placing an object.,r001,Cleaning,Gold,1538.49248721769,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Object Transfer,1,#C C passes the books to the right hand.,Logistics step involving passing objects.,r001,Cleaning,Gold,1623.40288721769,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Object Transfer,1,#C C puts the books on the table.,Logistics step involving picking up and placing objects.,r001,Cleaning,Gold,1706.6700971449218,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Object Transfer,1,#C C moves the books.,Body moving through space to move objects.,r001,Cleaning,Gold,1733.4487271449218,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Essential Operation,1,#C C wipes the carpet.,Core task involving high hand activity.,r001,Cleaning,Gold,1848.7051171449216,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Object Transfer,1,#C C passes the book to the right hand.,Passing an object from one hand to another involves short bursts of hand acceleration.,r001,Cleaning,Gold,1876.3306371449216,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Essential Operation,1,#C C wipes the book with the towel.,Core task involving high hand activity.,r001,Cleaning,Gold,1878.9503771449213,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Object Transfer,1,#C C picks the book.,"Logistics step, picking up an object.",r001,Cleaning,Gold,1882.8925071449216,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Essential Operation,1,#C C turns the books.,"Head and hand movement implied, likely for visual inspection or organization.",r001,Cleaning,Gold,1904.4023604310544,25c59c93-11c5-4240-bbc3-c4dc74e6620c
Essential Operation,1,#C C clicks the mouse,Core task involving high hand activity.,r001,Cooking,Gold,277.74796960000003,27ddfcaf-4c2c-4193-917d-22ff60222a60
Stationary,1,#C C sips #Unsure,"Low body/hand motion, likely involves minimal movement.",r001,Cooking,Gold,511.4635009546634,27ddfcaf-4c2c-4193-917d-22ff60222a60
Stationary,1,#C C wears the helmet,Putting on a helmet is a preparatory action with minimal body movement.,r001,Walking Outdoors,Gold,45.79301,2876b375-e848-412c-8a6f-0664cbab6a33
Locomotion,1,#C C walks around the market,"Body moving through space, indicative of walking.",r001,Walking Outdoors,Gold,153.92837,2876b375-e848-412c-8a6f-0664cbab6a33
Essential Operation,1,#C C wears the gloves in his hands,"The action involves a core manual task of putting on gloves, which requires high hand activity.",r001,Walking Outdoors,Gold,380.72343,2876b375-e848-412c-8a6f-0664cbab6a33
Stationary,1,#C C stares the weigh scale,"Low body/hand motion, focused attention.",r001,Walking Outdoors,Gold,530.59272,2876b375-e848-412c-8a6f-0664cbab6a33
Search,1,#C C looks around the market,"Head movement (visual search), hands mostly still.",r001,Walking Outdoors,Gold,535.0866893333333,2876b375-e848-412c-8a6f-0664cbab6a33
Object Transfer,1,#O person A puts the shopping bag on the weigh scale,"The action involves placing an object (shopping bag) on a scale, which is a logistics step.",r001,Walking Outdoors,Gold,555.3685933333334,2876b375-e848-412c-8a6f-0664cbab6a33
Object Transfer,1,#O person A puts the shopping bag on the table,"Action involves placing an object (putting the shopping bag on the table), which corresponds to logistics and setup.",r001,Walking Outdoors,Gold,570.6287933333333,2876b375-e848-412c-8a6f-0664cbab6a33
