action,batch,corrected_action,dataset_rows_covered_if_validated,global_rank,high_priority_reason,high_priority_review,historical_bad_count,historical_bad_rate,historical_checked_count,narration_text,normalized_narration_stage2,reasoning,round,scenario,secondary_action,timestamp_sec,verdict,video_uid,watchlist_hit
Search,2,Stationary,4,6221,watchlist_verb,yes,0,0.0,0,#C C touches the weed.,touches weed,The action involves a visual or tactile search for the weed.,r002,Gardening,,535.3407046369238,Bad,200a8f32-c44a-463d-ba39-0190a0bddf7a,yes
Task Operation,2,,4,7950,,no,0,0.0,0,#C C removes the plants on the ground.,removes plants on ground,"Core task involving manual effort to remove plants, high hand activity.",r002,Gardening,,571.610917613672,Gold,200a8f32-c44a-463d-ba39-0190a0bddf7a,no
Task Operation,2,,5,5442,,no,0,0.0,0,#C C removes the plants on the wall,removes plants on wall,Core task involving manual effort and manipulation.,r002,Gardening,,941.1082118961853,Gold,200a8f32-c44a-463d-ba39-0190a0bddf7a,no
Object Transfer,2,,7,2985,,no,0,0.0,0,#C C removes the dry plants from the wall.,removes dry plants from wall,"The action involves picking up and removing objects, which is a logistics step.",r002,Gardening,,1001.519001896185,Gold,200a8f32-c44a-463d-ba39-0190a0bddf7a,no
Object Transfer,2,,5,5295,,no,0,0.0,0,#C C puts the dry plants in the dustbin.,puts dry plants in dustbin,Logistics step involving picking up and disposing of items.,r002,Gardening,,1037.494871896185,Gold,200a8f32-c44a-463d-ba39-0190a0bddf7a,no
Task Operation,2,,4,6278,,no,0,0.0,0,#C C breaks the dry plants.,breaks dry plants,"Core task involving manual effort, high hand activity.",r002,Gardening,,1047.1350018961853,Gold,200a8f32-c44a-463d-ba39-0190a0bddf7a,no
Object Transfer,2,,4,7838,,no,0,0.0,0,#C C puts sticks in dustbin,puts sticks in dustbin,Logistics step involving the placement of objects.,r002,Gardening,,1129.5289116989584,Gold,200a8f32-c44a-463d-ba39-0190a0bddf7a,no
Object Transfer,2,,9,1883,,no,0,0.0,0,#C C puts the weeds in the dustbin,puts weeds in dustbin,Logistics step involving picking up and disposing of an object.,r002,Gardening,,1378.5428654638638,Gold,200a8f32-c44a-463d-ba39-0190a0bddf7a,no
Task Operation,2,,9,1665,,no,0,0.0,0,#C C cuts a weeds on the wall with a pair of scissors,cuts weeds on wall with pair of scissors,Core manual task involving high hand activity.,r002,Gardening,,1841.46592071263,Gold,200a8f32-c44a-463d-ba39-0190a0bddf7a,no
Stationary,2,,5,4246,watchlist_verb,yes,0,0.0,0,#C C holds the tree branches with his hands,holds tree branches with his hands,"Low body/hand motion, holding position.",r002,Gardening,,1885.8115107126305,Gold,200a8f32-c44a-463d-ba39-0190a0bddf7a,yes
Object Transfer,2,,5,4986,,no,0,0.0,0,#C C picks a pair of scissors on the ground,picks pair of scissors on ground,Logistics step involving picking up an object.,r002,Gardening,,1905.683170781953,Gold,200a8f32-c44a-463d-ba39-0190a0bddf7a,no
Object Transfer,2,Task Operation,3,11085,,no,0,0.0,0,#C C picks the bricks of soil on the ground with his right hand,picks bricks of soil on ground with his right hand,Logistics step of picking up objects.,r002,Gardening,,2501.551794074402,Bad,200a8f32-c44a-463d-ba39-0190a0bddf7a,no
Task Operation,2,,11,1128,,no,0,0.0,0,#C C cuts the weeds on the ground with a pair of scissors,cuts weeds on ground with pair of scissors,Core manual task involving high hand activity.,r002,Gardening,,2525.455634074402,Gold,200a8f32-c44a-463d-ba39-0190a0bddf7a,no
Task Operation,2,Object Transfer,4,6067,watchlist_verb,yes,0,0.0,0,#C C moves the branches on the ground with a pair of scissors,moves branches on ground with pair of scissors,Core manual task involving high hand activity with scissors.,r002,Gardening,,2606.399604074402,Bad,200a8f32-c44a-463d-ba39-0190a0bddf7a,yes
Task Operation,2,Object Transfer,3,9023,watchlist_verb,yes,0,0.0,0,#C C moves the branches on the ground with his right hand,moves branches on ground with his right hand,Core manual task involving high hand activity.,r002,Gardening,,2737.737221604558,Bad,200a8f32-c44a-463d-ba39-0190a0bddf7a,yes
Stationary,2,Object Transfer,24,265,watchlist_verb,yes,0,0.0,0,#O A man X moves the chess piece,man x moves chess piece,"The action described is moving a chess piece, which involves minimal body movement and is more about interaction with an object rather than physical locomotion or active manipulation.",r002,Playing Instrument,,62.0422386,Bad,226397c1-fc61-40bc-8d90-02a2c27ff864,yes
Object Transfer,2,,14,690,watchlist_verb,yes,0,0.0,0,#C C moves the chess piece,moves chess piece,Moving an object from one place to another.,r002,Playing Instrument,,67.7158686,Gold,226397c1-fc61-40bc-8d90-02a2c27ff864,yes
Stationary,2,Object Transfer,8,2011,watchlist_verb,yes,0,0.0,0,#C C moves the chess piece,moves chess piece,"The action described seems to be a discrete movement that is likely part of a stationary activity such as playing a chess game, which involves minimal body motion.",r002,Playing Instrument,,121.1733686,Bad,226397c1-fc61-40bc-8d90-02a2c27ff864,yes
Object Transfer,2,,10,1339,watchlist_verb,yes,0,0.0,0,#C C moves the chess pieces,moves chess pieces,Moving chess pieces involves logistics and setup actions.,r002,Playing Instrument,,268.2590886,Gold,226397c1-fc61-40bc-8d90-02a2c27ff864,yes
Object Transfer,2,,10,1338,watchlist_verb,yes,0,0.0,0,#O man X moves the pawns from the chess board,man x moves pawns from chess board,"Logistics/Setup step, moving objects (pawns).",r002,Playing Instrument,,1113.814397613672,Gold,226397c1-fc61-40bc-8d90-02a2c27ff864,yes
Object Transfer,2,,6,3298,watchlist_verb,yes,0,0.0,0,#O woman X moves the pawn on the chess board,woman x moves pawn on chess board,"Logistics of moving the pawn, short bursts of hand activity.",r002,Playing Instrument,,1913.1114079896483,Gold,226397c1-fc61-40bc-8d90-02a2c27ff864,yes
Object Transfer,2,,5,4303,watchlist_verb,yes,0,0.0,0,#C C moves the pawn on the chess board,moves pawn on chess board,"Logistics/Setup step, moving an object (pawn).",r002,Playing Instrument,,1927.194167989648,Gold,226397c1-fc61-40bc-8d90-02a2c27ff864,yes
Locomotion,2,,31,169,,no,0,0.0,0,#C C walks in a corridor.,walks in corridor,"Body moving through space, indicative of walking.",r002,Walking Outdoors,,0.42445,Gold,2f0035c9-7efb-4229-9d94-4dcb3752da20,no
Locomotion,2,,27,225,,no,0,0.0,0,#C C walks out of the house.,walks out of house,"Body moving through space, indicative of walking.",r002,Walking Outdoors,,36.12119,Gold,2f0035c9-7efb-4229-9d94-4dcb3752da20,no
Locomotion,2,,13,887,,no,0,0.0,0,#C C rides the bicycle on the pavement.,rides bicycle on pavement,"Body moving through space via cycling, high body acceleration.",r002,Walking Outdoors,,104.00779,Gold,2f0035c9-7efb-4229-9d94-4dcb3752da20,no
Search,2,Stationary,6,3515,,no,0,0.0,0,#C C looks at man H.,looks at man h,"Head movement (visual search), hands mostly still.",r002,Walking Outdoors,,201.49327,Bad,2f0035c9-7efb-4229-9d94-4dcb3752da20,no
Task Operation,2,,8,2347,,no,0,0.0,0,#C C rubs the brush on the inside of the paint container,rubs brush on inside of paint container,Core task involving manual activity with the hands.,r002,Mechanical Repair,,117.19759,Gold,2f16540c-5349-4580-a644-6e0a79b2689c,no
Stationary,2,,3,9381,watchlist_verb,yes,0,0.0,0,#C C touches a plant with right arm,touches plant with right arm,"Low body/hand motion, likely inspecting or touching the plant without active movement.",r002,Mechanical Repair,,243.84607,Gold,2f16540c-5349-4580-a644-6e0a79b2689c,yes
Object Transfer,2,,3,11350,,no,0,0.0,0,#C C picks a Pressure gauge,picks pressure gauge,Logistics step of picking up an object.,r002,Cleaning,,586.6479366666667,Gold,3249fbee-78f6-44d9-80b9-b38a37bbaf6e,no
Task Operation,2,,5,5551,,no,0,0.0,0,#C C sprays the soap on a cabinet.,sprays soap on cabinet,Core task involving manual operation with high hand activity.,r002,Cleaning,,16.1081386,Gold,34f523f5-adf8-43eb-92f4-8274cd221009,no
Object Transfer,2,,7,2966,,no,0,0.0,0,#C C puts the soap on the cabinet.,puts soap on cabinet,Logistics step involving picking up and placing the soap.,r002,Cleaning,,20.7910086,Gold,34f523f5-adf8-43eb-92f4-8274cd221009,no
Task Operation,2,,8,2436,,no,0,0.0,0,#C C wipes on the cabinet using the roll paper.,wipes on cabinet using roll paper,Core manual task involving high hand activity.,r002,Cleaning,,32.8839486,Gold,34f523f5-adf8-43eb-92f4-8274cd221009,no
Stationary,2,,4,5863,watchlist_verb,yes,0,0.0,0,#C C adjusts the roll paper piece.,adjusts roll paper piece,"Low body/hand motion, fine adjustment.",r002,Cleaning,,159.4440886,Gold,34f523f5-adf8-43eb-92f4-8274cd221009,yes
Object Transfer,2,,30,177,,no,0,0.0,0,#c c put the meat in the water,put meat in water,Logistics step involving picking up and placing the meat.,r002,Cooking,,33.4557896,Gold,35e004f4-ad64-4835-9358-38a58b431252,no
Task Operation,2,,9,1955,,no,0,0.0,0,#c c wash the hands,wash hands,Core manual task involving high hand activity.,r002,Cooking,,63.7914696,Gold,35e004f4-ad64-4835-9358-38a58b431252,no
Stationary,2,,5,5682,,no,0,0.0,0,#c c turn off the cooker,turn off cooker,"Low body/hand motion, likely involves pressing a button or switch.",r002,Cooking,,312.8902109546634,Gold,35e004f4-ad64-4835-9358-38a58b431252,no
Object Transfer,2,,9,1900,,no,0,0.0,0,#c c scoop the meat with a cooking spoon,scoop meat with cooking spoon,Logistics step involving picking up and moving an object.,r002,Cooking,,313.5657609546634,Gold,35e004f4-ad64-4835-9358-38a58b431252,no
Object Transfer,2,,6,3154,watchlist_verb,yes,0,0.0,0,#c c close the tap,close tap,"Logistics step (closing the tap), involves a specific action with the hand.",r002,Cooking,,419.3951009546634,Gold,35e004f4-ad64-4835-9358-38a58b431252,yes
Object Transfer,2,,3,11029,,no,0,0.0,0,#c c pick the soap,pick soap,"Logistics step, picking up an object.",r002,Cooking,,420.1386309546634,Gold,35e004f4-ad64-4835-9358-38a58b431252,no
Task Operation,2,,4,7983,,no,0,0.0,0,#c c rinse the cooking pot,rinse cooking pot,Core task involving high hand activity.,r002,Cooking,,459.7903709546634,Gold,35e004f4-ad64-4835-9358-38a58b431252,no
Task Operation,2,,4,8142,,no,0,0.0,0,#c c squeeze the sponge,squeeze sponge,Core task involving high hand activity.,r002,Cooking,,462.74240095466337,Gold,35e004f4-ad64-4835-9358-38a58b431252,no
Object Transfer,2,,4,7544,,no,0,0.0,0,#c c put the sponge down,put sponge down,Logistics step involving placing an object.,r002,Cooking,,463.7963809546634,Gold,35e004f4-ad64-4835-9358-38a58b431252,no
Object Transfer,2,,5,5250,,no,0,0.0,0,#c c put the paper down,put paper down,Logistics step involving placing an object.,r002,Cooking,,527.2056309546634,Gold,35e004f4-ad64-4835-9358-38a58b431252,no
Object Transfer,2,,3,11026,,no,0,0.0,0,#c c pick the pan,pick pan,"Logistics step, picking up an object.",r002,Cooking,,563.6622042879967,Gold,35e004f4-ad64-4835-9358-38a58b431252,no
Task Operation,2,,5,4863,,no,0,0.0,0,#c c peel the garlic,peel garlic,Core task involving manual dexterity and high hand activity.,r002,Cooking,,590.9477642879967,Gold,35e004f4-ad64-4835-9358-38a58b431252,no
Object Transfer,2,,6,3794,,no,0,0.0,0,#c c put the garlic on the chopping board,put garlic on chopping board,Logistics step involving picking up and placing an object.,r002,Cooking,,594.1987742879968,Gold,35e004f4-ad64-4835-9358-38a58b431252,no
Task Operation,2,,4,6653,,no,0,0.0,0,#c c hit the garlic with the knife,hit garlic with knife,Core task involving high hand activity.,r002,Cooking,,629.8084442879967,Gold,35e004f4-ad64-4835-9358-38a58b431252,no
Task Operation,2,,4,6295,,no,0,0.0,0,#c c chop the the garlic with the knife,chop garlic with knife,Core task involving repetitive hand movements.,r002,Cooking,,657.3074942879967,Gold,35e004f4-ad64-4835-9358-38a58b431252,no
Object Transfer,2,,7,2681,,no,0,0.0,0,#c c let go of the wooden spoon,let go of wooden spoon,Action involves letting go of an object.,r002,Cooking,,725.6563042879968,Gold,35e004f4-ad64-4835-9358-38a58b431252,no
Task Operation,2,,3,11882,,no,0,0.0,0,#c c pour water in the pan,pour water in pan,Core task involving a manual action with the hands.,r002,Cooking,,727.9820042879967,Gold,35e004f4-ad64-4835-9358-38a58b431252,no
Object Transfer,2,,7,2769,,no,0,0.0,0,#c c pick the dough,pick dough,Logistics step involving picking up an object.,r002,Cooking,,756.5331642879968,Gold,35e004f4-ad64-4835-9358-38a58b431252,no
Object Transfer,2,,10,1477,,no,0,0.0,0,#c c put the knife down,put knife down,Logistics/Setup step involving placing an object.,r002,Cooking,,811.4667042879968,Gold,35e004f4-ad64-4835-9358-38a58b431252,no
Task Operation,2,,4,6365,,no,0,0.0,0,#c c cut the dough with the knife,cut dough with knife,Core task involving manual operation with hands.,r002,Cooking,,835.9573042879967,Gold,35e004f4-ad64-4835-9358-38a58b431252,no
Object Transfer,2,,3,11028,,no,0,0.0,0,#c c pick the scissors,pick scissors,"Logistics step, picking up an object.",r002,Cooking,,1088.46302762133,Gold,35e004f4-ad64-4835-9358-38a58b431252,no
Object Transfer,2,,14,751,,no,0,0.0,0,#C C puts #unsure on the plate,puts on plate,Logistics step involving placing an item.,r002,Cooking,,1541.5568652666666,Gold,35e004f4-ad64-4835-9358-38a58b431252,no
Task Operation,2,Stationary,3,9336,watchlist_verb,yes,0,0.0,0,#C C touches cooking oil,touches cooking oil,Core task involving manual interaction with an ingredient.,r002,Cooking,,1599.6771619333335,Bad,35e004f4-ad64-4835-9358-38a58b431252,yes
Stationary,2,,7,2542,watchlist_verb,yes,0,0.0,0,#C C touches bowl,touches bowl,"Low body/hand motion, likely inspecting the bowl.",r002,Cooking,,1653.025464287997,Gold,35e004f4-ad64-4835-9358-38a58b431252,yes
Locomotion,2,,4,6933,,no,0,0.0,0,#Person O walks,o walks,"Body moving through space, involves walking.",r002,Cooking,,2458.2957519333336,Gold,35e004f4-ad64-4835-9358-38a58b431252,no
Locomotion,2,,6,3322,,no,0,0.0,0,#C C carries chair,carries chair,Body moving through space while carrying an object.,r002,Cooking,,2466.117081933334,Gold,35e004f4-ad64-4835-9358-38a58b431252,no
Stationary,2,,3,9202,watchlist_verb,yes,0,0.0,0,#Person O touches phone,o touches phone,"Low body/hand motion, likely involves minimal movement.",r002,Cooking,,2475.5970619333334,Gold,35e004f4-ad64-4835-9358-38a58b431252,yes
Object Transfer,2,,3,11587,,no,0,0.0,0,#C C Picks water bottle from the table,picks water bottle from table,Logistics step involving picking up an object.,r002,Walking Outdoors,,23.71382,Gold,37efc685-767a-492e-b2c3-d60833ee8232,no
Locomotion,2,,11,1302,,no,0,0.0,0,#C C Walks along the house,walks along house,"Body moving through space, indicative of walking.",r002,Walking Outdoors,,27.1931,Gold,37efc685-767a-492e-b2c3-d60833ee8232,no
Stationary,2,,4,8480,,no,0,0.0,0,#C C Wears the hat,wears hat,"The action of wearing a hat is a brief, stationary activity.",r002,Walking Outdoors,,55.20281,Gold,37efc685-767a-492e-b2c3-d60833ee8232,no
Stationary,2,Locomotion,4,6569,,no,1,1.0,1,#C C Enters the washroom,enters washroom,"The action indicates a transition to a new location, implying a pause or stop.",r002,Walking Outdoors,,66.64379,Bad,37efc685-767a-492e-b2c3-d60833ee8232,no
Locomotion,2,,5,5713,,no,0,0.0,0,#C C Walks along the driveway,walks along driveway,"Body moving through space, indicative of walking.",r002,Walking Outdoors,,92.9605,Gold,37efc685-767a-492e-b2c3-d60833ee8232,no
Stationary,2,,4,6013,watchlist_verb,yes,0,0.0,0,#C C holds a T spanner in both gloved hands.,holds t spanner in both gloved hands,"Low body/hand motion, holding position.",r002,Mechanical Repair,,1.22192,Gold,3837916b-c0e8-4359-8a73-524d40660731,yes
Object Transfer,2,,3,9966,,no,0,0.0,0,#C C drops the nose plier on the work table with his gloved right hand.,drops nose plier on work table with his gloved right hand,"[CtxFixed] The action of dropping the nose plier onto the work table is a deliberate placement, which fits the criteria for 'Object Transfer'.",r002,Mechanical Repair,,174.13713,Gold,3837916b-c0e8-4359-8a73-524d40660731,no
Object Transfer,2,,3,8699,watchlist_verb,yes,0,0.0,0,#C C closes the drawer with his gloved left hand.,closes drawer with his gloved left hand,"Closing the drawer, a logistics step involving short bursts of hand acceleration.",r002,Mechanical Repair,,180.05522,Gold,3837916b-c0e8-4359-8a73-524d40660731,yes
Stationary,2,,7,2869,,no,0,0.0,0,#C C places his gloved left hand on the motorcycle.,places his gloved left hand on motorcycle,"The action involves placing a hand without any movement, indicating a low energy state.",r002,Mechanical Repair,,219.86191,Gold,3837916b-c0e8-4359-8a73-524d40660731,no
Stationary,2,,4,6000,watchlist_verb,yes,0,0.0,0,#C C holds the screw driver in both gloved hands.,holds screw driver in both gloved hands,"Low body/hand motion, holding position.",r002,Mechanical Repair,,231.20255,Gold,3837916b-c0e8-4359-8a73-524d40660731,yes
Object Transfer,2,,3,11274,,no,0,0.0,0,#C C picks a nose plier from the work table with his gloved right hand,picks nose plier from work table with his gloved right hand,Logistics action involving picking up an object.,r002,Mechanical Repair,,403.5734,Gold,3837916b-c0e8-4359-8a73-524d40660731,no
Stationary,2,,4,6015,watchlist_verb,yes,0,0.0,0,#C C holds the tissue with both gloved hands.,holds tissue with both gloved hands,"Low body/hand motion, holding an object without movement.",r002,Mechanical Repair,,465.11016,Gold,3837916b-c0e8-4359-8a73-524d40660731,yes
Stationary,2,,3,8911,watchlist_verb,yes,0,0.0,0,#C C holds the tissue in his gloved right hand.,holds tissue in his gloved right hand,The action describes a static posture with minimal movement.,r002,Mechanical Repair,,471.25671,Gold,3837916b-c0e8-4359-8a73-524d40660731,yes
